M03,B,O,3,,,"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",
M03,B,O,3,1,,"Use operations, patterns, and estimation strategies to solve problems (may include word problems).",
M03,B,O,3,1,1,Solve two-step word problems using the four operations (expressions are not explicitly stated). Limit to problems with whole numbers and having whole-number answers.,162129
M03,B,O,3,1,2,Represent two-step word problems using equations with a symbol standing for the unknown quantity. Limit to problems with whole numbers and having whole-number answers.,162130
M03,B,O,3,1,3,Assess the reasonableness of answers. Limit problems posed with whole numbers and having whole-number answers.,162131
M03,B,O,3,1,4,Solve two-step equations using order of operations (equation is explicitly stated with no grouping symbols).,162132
M03,B,O,3,1,5,Identify arithmetic patterns (including patterns in the addition table or multiplication table) and/or explain them using properties of operations. Example 1: Observe that 4 times a number is always even. Example 2: Explain why 6 times a number can be decomposed into three equal addends.,162133
M03,B,O,3,1,6,"Create or match a story to a given combination of symbols (+, –, ×, ÷, <, >, and =) and numbers.",162134
M03,B,O,3,1,7,"Identify the missing symbol (+, –, ×, ÷, <, >, and =) that makes a number sentence true.",162135
CC.2,3,3,A,1,,"Identify, compare, and classify shapes and their attributes.",
M03,C,G,1,,,Reason with shapes and their attributes.,
M03,C,G,1,1,,Analyze characteristics of polygons.,
M03,C,G,1,1,1,Explain that shapes in different categories may share attributes and that the shared attributes can define a larger category. Example 1: A rhombus and a rectangle are both quadrilaterals since they both have exactly four sides. Example 2: A triangle and a pentagon are both polygons since they are both multi-sided plane figures.,162136
M03,C,G,1,1,2,"Recognize rhombi, rectangles, and squares as examples of quadrilaterals and/or draw examples of quadrilaterals that do not belong to any of these subcategories.",162137
CC.2,3,3,A,2,,Use the understanding of fractions to partition shapes into parts with equal areas and express the area of each part as a unit fraction of the whole.,
M03,C,G,1,,,Reason with shapes and their attributes.,
M03,C,G,2,1,,Analyze characteristics of polygons.,
M03,C,G,1,1,3,Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole. Example 1: Partition a shape into 4 parts with equal areas. Example 2: Describe the area of each of 8 equal parts as 1/8 of the area of the shape.,162138
CC.2,4,3,A,1,,"Solve problems involving measurement and estimation of temperature, liquid volume, mass or length.",
M03,D,M,1,,,"Solve problems involving measurement and estimation of intervals of time, money, liquid volumes, masses, and lengths of objects.",
M03,D,M,1,1,,Determine or calculate time and elapsed time.,
M03,D,M,1,1,1,"Tell, show, and/or write time (analog) to the nearest minute.",162139
M03,D,M,1,1,2,Calculate elapsed time to the minute in a given situation (total elapsed time limited to 60 minutes or less).,162140
M03,D,M,1,2,,"Use the attributes of liquid volume, mass, and length of objects.",
M03,D,M,1,2,1,"Measure and estimate liquid volumes and masses of objects using standard units (cups [c], pints [pt], quarts [qt], gallons [gal], ounces [oz.], and pounds [lb]) and metric units (liters [l], grams [g], and kilograms [kg]).",162123
M03,D,M,1,2,2,"Add, subtract, multiply, and divide to solve onestep word problems involving masses or liquid volumes that are given in the same units.",162124
M03,D,M,1,2,3,Use a ruler to measure lengths to the nearest quarter inch or centimeter.,162124
M03,D,M,1,3,,"Count, compare, and make change using a collection of coins and one-dollar bills.",
M03,D,M,1,3,1,"Compare total values of combinations of coins (penny, nickel, dime, and quarter) and/or dollar bills less than $5.00.",162141
M03,D,M,1,3,2,"Make change for an amount up to $5.00 with no more than $2.00 change given (penny, nickel, dime, quarter, and dollar).",162142
M03,D,M,1,3,3,Round amounts of money to the nearest dollar.,162143
CC.2,4,3,A,2,,Tell and write time to the nearest minute and solve problems by calculating time intervals.,
M03,D,M,1,,,"Solve problems involving measurement and estimation of intervals of time, money, liquid volumes, masses, and lengths of objects.",
M03,D,M,1,1,,Determine or calculate time and elapsed time.,
M03,D,M,1,1,1,"Tell, show, and/or write time (analog) to the nearest minute.",162139
M03,D,M,1,1,2,Calculate elapsed time to the minute in a given situation (total elapsed time limited to 60 minutes or less).,162140
M03,D,M,1,2,,"Use the attributes of liquid volume, mass, and length of objects.",
M03,D,M,1,2,1,"Measure and estimate liquid volumes and masses of objects using standard units (cups [c], pints [pt], quarts [qt], gallons [gal], ounces [oz.], and pounds [lb]) and metric units (liters [l], grams [g], and kilograms [kg]).",162123
M03,D,M,1,2,2,"Add, subtract, multiply, and divide to solve onestep word problems involving masses or liquid volumes that are given in the same units.",162124
M03,D,M,1,2,3,Use a ruler to measure lengths to the nearest quarter inch or centimeter.,162124
M03,D,M,1,3,,"Count, compare, and make change using a collection of coins and one-dollar bills.",
M03,D,M,1,3,1,"Compare total values of combinations of coins (penny, nickel, dime, and quarter) and/or dollar bills less than $5.00.",162141
M03,D,M,1,3,2,"Make change for an amount up to $5.00 with no more than $2.00 change given (penny, nickel, dime, quarter, and dollar).",162142
M03,D,M,1,3,3,Round amounts of money to the nearest dollar.,162143
CC.2,4,3,A,3,,Solve problems and make change involving money using a combination of coins and bills.,
M03,D,M,1,,,"Solve problems involving measurement and estimation of intervals of time, money, liquid volumes, masses, and lengths of objects.",
M03,D,M,1,1,,Determine or calculate time and elapsed time.,
M03,D,M,1,1,1,"Tell, show, and/or write time (analog) to the nearest minute.",162139
M03,D,M,1,1,2,Calculate elapsed time to the minute in a given situation (total elapsed time limited to 60 minutes or less).,162140
M03,D,M,1,2,,"Use the attributes of liquid volume, mass, and length of objects.",
M03,D,M,1,2,1,"Measure and estimate liquid volumes and masses of objects using standard units (cups [c], pints [pt], quarts [qt], gallons [gal], ounces [oz.], and pounds [lb]) and metric units (liters [l], grams [g], and kilograms [kg]).",162123
M03,D,M,1,2,2,"Add, subtract, multiply, and divide to solve onestep word problems involving masses or liquid volumes that are given in the same units.",162124
M03,D,M,1,2,3,Use a ruler to measure lengths to the nearest quarter inch or centimeter.,162124
M03,D,M,1,3,,"Count, compare, and make change using a collection of coins and one-dollar bills.",
M03,D,M,1,3,1,"Compare total values of combinations of coins (penny, nickel, dime, and quarter) and/or dollar bills less than $5.00.",162141
M03,D,M,1,3,2,"Make change for an amount up to $5.00 with no more than $2.00 change given (penny, nickel, dime, quarter, and dollar).",162142
M03,D,M,1,3,3,Round amounts of money to the nearest dollar.,162143
CC.2,4,3,A,4,,"Represent and interpret data using tally charts, tables, pictographs, line plots, and bar graphs.",
M03,D,M,2,,,Represent and interpret data.,
M03,D,M,2,1,,"Organize, display, and answer questions based on data.",
M03,D,M,2,1,1,"Complete a scaled pictograph and a scaled bar graph to represent a data set with several categories (scales limited to 1, 2, 5, and 10).",162147
M03,D,M,2,1,2,"Solve one- and two-step problems using information to interpret data presented in scaled pictographs and scaled bar graphs (scales limited to 1, 2, 5, and 10). Example 1: (One-step) “Which category is the largest?” Example 2: (Two-step) “How many more are in category A than in category B?”",162148
M03,D,M,2,1,3,"Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Display the data by making a line plot, where the horizontal scale is marked in appropriate units—whole numbers, halves, or quarters.",162149
M03,D,M,2,1,4,"Translate information from one type of display to another. Limit to pictographs, tally charts, bar graphs, and tables. Example: Convert a tally chart to a bar graph.",162150
CC.2,4,3,A,5,,Determine the area of a rectangle and apply the concept to multiplication and to addition.,
M03,D,M,3,,,Geometric measurement: understand concepts of area and relate area to multiplication and to addition.,
M03,D,M,3,1,,Find the areas of plane figures.,
M03,D,M,3,1,1,"Measure areas by counting unit squares (square cm, square m, square in., square ft, and non-standard square units).",162151
M03,D,M,3,1,2,"Multiply side lengths to find areas of rectangles with whole-number side lengths in the context of solving real-world and mathematical problems, and represent whole-number products as rectangular areas in mathematical reasoning.",162152
CC.2,4,3,A,6,,Solve problems involving perimeters of polygons and distinguish between linear and area measures.,
M03,D,M,4,,,Geometric measurement: recognize perimeter as an attribute of plane figures and distinguishbetween linear and area measures.,
M03,D,M,4,1,,Find and use the perimeters of plane figures.,
M03,D,M,4,1,1,"Solve real-world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, exhibiting rectangles with the same perimeter and different areas, and exhibiting rectangles with the same area and different perimeters. Use the same units throughout the problem.",162153
