NCERT,2,G,SSU,7,"Identifies and makes straight lines by folding, straight edged objects, stretched strings and draws free hand and with a ruler."
NCERT,2,G,SSU,8,"Draws horizontal, vertical and slant lines (free hand)."
NCERT,2,G,SSU,9,Distinguishes between straight and curved lines.
NCERT,2,G,SSU,10,Identifies objects by observing their shadows.
NCERT,2,N,NM,1,Reads and writes numerals for numbers up to ninetynine.
NCERT,2,N,NM,2,Expands a number with respect to place values.
NCERT,2,N,NM,3,Counts and regroups objects into tens and ones.
NCERT,2,N,NM,4,Uses the concept of place value in the comparison of numbers.
NCERT,2,N,NM,5,"Counts in various ways: Starting from any number, Group counting, etc."
NCERT,2,N,NM,6,Arranges numbers upto hundred in ascending and descending order.
NCERT,2,N,NM,7,Forms the greatest and the smallest two digit numbers with and without repetition of given digits.
NCERT,2,N,NM,8,Indicates and identifies the position of an object in a line.
NCERT,2,N,AS,1,Adds and subtracts two digit numbers by drawing representations of tens and ones without and with regrouping.
NCERT,2,N,AS,2,Adds zero to a number and subtracts zero from a number.
NCERT,2,N,AS,3,Observes the commutative property of addition through patterns.
NCERT,2,N,AS,4,"Solves addition, subtraction problems presented through pictures and verbal description."
NCERT,2,N,AS,5,Describes orally the situations that correspond to the given addition and subtraction facts.
NCERT,2,N,AS,6,Estimates the result of addition and subtraction and compares the result with another given number.
NCERT,2,N,MD,1,Discussion of situations involving repeated addition and situations involving equal sharing.
NCERT,2,N,MD,2,Activities of making equal groups.
NCERT,2,N,MA,1,Adds and subtracts single digit numbers mentally.
NCERT,2,N,MA,2,Adds and subtracts multiples of ten mentally.
NCERT,2,M,MN,1,Identifies currency - notes and coins.
NCERT,2,M,MN,2,Puts together amounts of money not exceeding Rs 50/-.
NCERT,2,M,MN,3,Adds and subtracts small amounts of money mentally.
NCERT,2,M,MN,4,Transacts an amount using 3-4 notes.
NCERT,2,MS,LN,1,"Measures lengths & distances along short & long paths using uniform (non-standard) units, extends to longer lengths."
NCERT,2,MS,WG,1,Compares two or more objects by their weight.
NCERT,2,MS,WG,2,Appreciates the need for a simple balance.
NCERT,2,MS,WG,3,Compares weights of given objects using simple balance.
NCERT,2,MS,CV,1,Compares and orders containers in terms of internal volume(capacity).
NCERT,2,MS,CV,2,Orders given containers as per their capacities on the basis of perception & verifies by pouring out etc.
NCERT,2,MS,TM,1,Gets familiar with the days of the week and months of the year.
NCERT,2,MS,TM,2,Gets a feel for sequence of seasons (varying locally).
NCERT,2,MS,TM,3,Sequences the events occurring over longer periods in terms of dates/days.
NCERT,2,DH,DH,1,Collects data through measurement.
NCERT,2,DH,DH,2,Represents the data followed by discussion (e.g. heights of children).
NCERT,2,DH,DH,3,Collects and presents the data on birthdays.
NCERT,2,DH,DH,4,Draws inferences from the data at the appropriate level.
NCERT,2,P,PT,1,Observes and extends patterns in sequence of shapes and numbers.
NCERT,2,P,PT,2,Searches for patterns in different ways of splitting a number.
NCERT,2,P,PT,3,"Creates block patterns by stamping thumbprints, leaf prints, vegetable prints, etc."
NCERT,2,P,PT,4,Creates patterns of regular shapes by stamping.
NCERT,3,G,SSU,1,"Creates shapes through paper folding, paper cutting."
NCERT,3,G,SSU,2,Identifies 2-D shapes
NCERT,3,G,SSU,3,"Describes the various 2-D shapes by counting their sides, corners and diagonals."
NCERT,3,G,SSU,4,Makes shapes on the dot-grid using straight lines and curves.
NCERT,3,G,SSU,5,Creates shapes using tangram pieces.
NCERT,3,G,SSU,6,Matches the properties of two 2-D shapes by observing their sides and corners (vertices).
NCERT,3,G,SSU,7,Tiles a given region using a tile of a given shape.
NCERT,3,G,SSU,8,Distinguishes between shapes that tile and that do not tile.
NCERT,3,G,SSU,9,Intuitive idea of a map. Reads simple maps (not necessarily scaled)
NCERT,3,G,SSU,10,Draws some 3D-objects.
NCERT,3,N,NS,1,Reads and writes 3-digit numbers.
NCERT,3,N,NS,2,Expands a number w.r.t. place values.
NCERT,3,N,NS,3,Counts in different ways - starting from any number.
NCERT,3,N,NS,4,Compares numbers.
NCERT,3,N,NS,5,Forms greatest and smallest numbers using given digits.
NCERT,3,N,AS,1,Adds and subtracts numbers by writing them vertically in the following two cases: without regrouping or with regrouping
NCERT,3,N,AS,2,Uses the place value in standard algorithm of addition and subtraction.
NCERT,3,N,AS,3,Solves addition and subtraction problems in different situations presented through pictures and stories.
NCERT,3,N,AS,4,Frames problems for addition and subtraction facts.
NCERT,3,N,AS,5,"Estimates the sum of, and difference between, two given numbers."
NCERT,3,N,ML,1,Explains the meaning of multiplication (as repeated addition).
NCERT,3,N,ML,2,Identifies the sign of multiplication.
NCERT,3,N,ML,3,"Constructs the multiplication tables of 2, 3, 4, 5 and 10"
NCERT,3,N,ML,4,Uses multiplication facts in situations.
NCERT,3,N,ML,5,Multiplies two digit numbers using standard algorithm and Lattice multiplication algorithm.
NCERT,3,N,DV,1,Explains the meaning of division from context of equal grouping and sharing.
NCERT,3,N,DV,2,Relates division with multiplication.
NCERT,3,N,DV,3,Completes division facts: by grouping or by using multiplication tables
NCERT,3,N,MA,1,Adds and subtracts single digit numbers and two digit numbers mentally.
NCERT,3,N,MA,2,Doubles two digit numbers mentally (result not exceeding two digits).
NCERT,3,M,MN,1,Converts Rupee. to Paise using play money.
NCERT,3,M,MN,2,"Adds and subtracts amounts using column addition, and subtraction without regrouping."
NCERT,3,M,MN,3,Makes rate charts and bills.
NCERT,3,MS,LN,1,Appreciates the need for a standard unit.
NCERT,3,MS,LN,2,Measures length using appropriate standard units of length by choosing between centimetres. and metres.
NCERT,3,MS,LN,3,Estimates the length of given object in standard units and verifies by measuring.
NCERT,3,MS,LN,4,Uses a ruler
NCERT,3,MS,LN,5,Relates centimetre. and metre.
NCERT,3,MS,WG,1,Weighs objects using non standard Units.
NCERT,3,MS,WG,2,Appreciates the conservation of weight.
NCERT,3,MS,CV,1,Measures and compares the capacity of different containers in terms of non-standard units.
NCERT,3,MS,CV,2,Appreciates the conservation of volume.
NCERT,3,MS,TM,1,Reads a calendar to find a particular day and date.
NCERT,3,MS,TM,2,Reads the time correct to the hour.
NCERT,3,MS,TM,3,Sequences the events chronologically.
NCERT,3,DH,DH,1,Records data using tally marks.
NCERT,3,DH,DH,2,Collects data and represents in terms of pictograph choosing appropriate scale and unit for display through pictographs.
NCERT,3,DH,DH,3,Draws conclusions from the data by discussing with the teacher.
NCERT,3,P,PT,1,Identifies simple symmetrical shapes and patterns.
NCERT,3,P,PT,2,Makes patterns and designs from straight lines and other geometrical shapes.
NCERT,3,P,PT,3,Identifies patterns in the numerals for odd and even numbers and in adding odd and even numbers.
NCERT,3,P,PT,4,Partitions a number in different ways.
NCERT,3,P,PT,5,Identifies patterns in his surroundings
NCERT,3,P,PT,6,"Identifies patterns in multiplication with, and dividing by 10s."
NCERT,4,G,SSU,1,Draws a circle free hand and with compass.
NCERT,4,G,SSU,2,"Identifies centre, radius and diameter of a circle."
NCERT,4,G,SSU,3,Uses Tangrams to create different shapes.
NCERT,4,G,SSU,4,Tiles geometrical shapes: using one or two shapes.
NCERT,4,G,SSU,5,Chooses a tile among a given number of tiles that can tile a given region both intuitively and experimentally.
NCERT,4,G,SSU,6,Explores intuitively the area and perimeter of simple shapes.
NCERT,4,G,SSU,7,"Makes 4-faced, 5-faced and 6-faced cubes from given nets especially designed for the same."
NCERT,4,G,SSU,8,"Explores intuitively the reflections through inkblots, paper cutting and paper folding."
NCERT,4,G,SSU,9,"Reads and draws 3-D objects, making use of the familiarity with the conventions used in this."
NCERT,4,G,SSU,10,"Draws intuitively the plan, elevation and side view of simple objects."
NCERT,4,N,NO,1,Writes multiplication facts.
NCERT,4,N,NO,2,Writes tables upto 10 × 10.
NCERT,4,N,NO,3,Multiplies two and three digit numbers using lattice algorithm and the standard (column) algorithm.
NCERT,4,N,NO,4,"Divides a given number by another number in various ways such as: by drawing dots, by grouping, by using multiplication facts, by repeated subtraction"
NCERT,4,N,NO,5,Applies the four operations to life situations.
NCERT,4,N,NO,6,Frames word problems.
NCERT,4,N,NO,7,"Estimates sums, differences and products of given numbers."
NCERT,4,N,MA,1,"Adds and subtracts multiples of 10 and 100, mentally."
NCERT,4,N,MA,2,"Completes multiplication facts by adding partial products, mentally (e.g. 7 × 6 = 5 × 6 + 2 × 6)."
NCERT,4,N,FN,1,"Identifies half, one fourth and three- fourths of a whole."
NCERT,4,N,FN,2,"Identifies the symbols, 1/2, 1/4, 3/4."
NCERT,4,N,FN,3,"Explains the meaning of 1/2, 1/4, and 3/4."
NCERT,4,N,FN,4,"Appreciates equivalence of 1/2 and 2/4; and of 2/2, 3/3, 4/4 and 1."
NCERT,4,M,MN,1,Converts Rupees to Paise.
NCERT,4,M,MN,2,Adds and subtracts amounts using column addition and subtraction with regrouping.
NCERT,4,M,MN,3,"Uses operations to find totals, change, multiple costs and unit cost."
NCERT,4,M,MN,4,Estimates roughly the totals and total cost.
NCERT,4,MS,LN,1,Relates metre with centimetre;
NCERT,4,MS,LN,2,Converts metre into centimetres and vice versa.
NCERT,4,MS,LN,3,Solves problems involving length and distances.
NCERT,4,MS,LN,4,Estimates length of an object and distance between two given locations.
NCERT,4,MS,WG,1,Weighs objects using a balance and standard units.
NCERT,4,MS,WG,2,Determines sums and differences of weights.
NCERT,4,MS,WG,3,Estimates the weight of an object and verifies using a balance.
NCERT,4,MS,CV,1,Measures volumes of given liquid using containers marked with standard units.
NCERT,4,MS,CV,2,Determines sums and differences of volumes.
NCERT,4,MS,CV,3,Estimates the volume of a liquid contained in a vessel and verifies by measuring.
NCERT,4,MS,TM,1,Computes the number of weeks in a year.
NCERT,4,MS,TM,2,Correlates the number of days in a year with the number of days in each month.
NCERT,4,MS,TM,3,Justifies the reason for the need of a leap year.
NCERT,4,MS,TM,4,Reads clock time to the nearest hours and minutes.
NCERT,4,MS,TM,5,"Expresses time, using the terms, ‘a.m.’ and ‘p.m.’"
NCERT,4,MS,TM,6,Estimates the duration of familiar events.
NCERT,4,MS,TM,7,Finds approximate time elapsed by (to the nearest hour) forward counting.
NCERT,4,MS,TM,8,Computes the number of days between two dates.
NCERT,4,DH,DH,1,Collects data and represents in the form of bar graphs;
NCERT,4,DH,DH,2,Draws Inferences by discussing with the teacher.
NCERT,4,P,PT,1,Identifies patterns in multiplication and division: multiples of 9.
NCERT,4,P,PT,2,Casts out nines from a given number to check if it is a multiple of nine.
NCERT,4,P,PT,3,"Multiplies and divides by 10s, 100s."
NCERT,4,P,PT,4,Identifies geometrical patterns based on symmetry.
NCERT,5,G,SSU,1,Gets the feel of perspective while drawing a 3-D object in 2-D.
NCERT,5,G,SSU,2,Gets the feel of an angle through observation and paper folding.
NCERT,5,G,SSU,3,Identifies right angles in the environment.
NCERT,5,G,SSU,4,"Classifies angles into right, acute and obtuse angles."
NCERT,5,G,SSU,5,"Represents right angle, acute angle and obtuse angle by drawing and tracing."
NCERT,5,G,SSU,6,Explores intuitively rotations and reflections of familiar 2-D shapes.
NCERT,5,G,SSU,7,Explores intuitively symmetry in familiar 3-D shapes.
NCERT,5,G,SSU,8,"Makes the shapes of cubes, cylinders and cones using nets especially designed for this purpose."
NCERT,5,N,NO,1,Finds place value in numbers beyond 1000.
NCERT,5,N,NO,2,"Appreciates the role of place value in addition, subtraction and multiplication algorithms."
NCERT,5,N,NO,3,Uses informal and standard division algorithms.
NCERT,5,N,NO,4,Explains the meaning of factors and multiples.
NCERT,5,N,MA,1,"Estimates sums, differences, products and quotients and verifies using approximation."
NCERT,5,N,FN,1,Finds the fractional part of a collection.
NCERT,5,N,FN,2,Compares fractions.
NCERT,5,N,FN,3,Identifies equivalent fractions.
NCERT,5,N,FN,4,"Estimates the degree of closeness of a fraction to known fractions (1/2, 1/4, 3/4 etc.)"
NCERT,5,N,FN,5,Uses decimal fractions in the context of units of length and money.
NCERT,5,N,FN,6,Expresses a given fraction in decimal notation and vice versa.
NCERT,5,M,MN,1,Applies the four operations in solving problems involving money.
NCERT,5,MS,LN,1,Determines area and perimeter of simple geometrical figures.
NCERT,5,MS,LN,2,"Applies the four operations in solving problems involving length, weight and volume."
NCERT,5,MS,LN,3,"Relates commonly used larger and smaller units of length, weight and volume and converts one to the other."
NCERT,5,MS,LN,4,Applies simple fractions to quantities.
NCERT,5,MS,LN,5,Converts fractional larger unit into complete smaller units.
NCERT,5,MS,LN,6,Appreciates volume of a solid body: intuitively and also by informal measurement.
NCERT,5,MS,LN,7,Uses addition and subtraction in finding time intervals in simple cases.
NCERT,5,DH,DH,1,Collects two-dimensional quantitative data.
NCERT,5,DH,DH,2,Represents the data in the form of a table.
NCERT,5,DH,DH,3,Draws a bar graph or a pictograph to present a data.
NCERT,5,P,PT,1,"Identifies patterns in square numbers, triangular numbers."
NCERT,5,P,PT,2,Relates sequences of odd numbers between consecutive square numbers.
NCERT,5,P,PT,3,Makes border strip and tiling patterns.
NCERT,6,N,KN,1,"Consolidating the sense of numberness up to 5 digits, Size, estimation of numbers, identifying smaller, larger, etc."
NCERT,6,N,KN,2,"Place value (recapitulation and extension), connectives: use of symbols =, <, > and use of brackets, word problems on number operations involving large numbers up to a maximum of 5 digits in the answer after all operations"
NCERT,6,N,KN,3,Word problems on number operations involving large numbers up to a maximum of 5 digits in the answer after all operations. Include conversions of units of length & mass (from the larger to the smaller units)
NCERT,6,N,KN,4,Word problems on number operations involving large numbers up to a maximum of 5 digits in the answer after all operations. Estimation of outcome of number operations.
NCERT,6,N,KN,5,"Introduction to a sense of the largeness of, and initial familiarity with, large numbers up to 8 digits and approximation of large numbers)"
NCERT,6,N,PN,1,Simplification of brackets
NCERT,6,N,PN,1,Multiples and factors
NCERT,6,N,PN,2,"Divisibility rule of 2, 3, 4, 5, 6, 8, 9, 10, 11."
NCERT,6,N,PN,3,"Even/odd and prime/composite numbers, Co-prime numbers"
NCERT,6,N,PN,4,"Prime factorisation, every number can be written as products of prime factors."
NCERT,6,N,PN,5,"HCF and LCM, prime factorization and division method for HCF and LCM"
NCERT,6,N,PN,6,The property LCM × HCF = product of two numbers
NCERT,6,N,WN,1,"Natural numbers, whole numbers"
NCERT,6,N,WN,2,"Properties of numbers (commutative, associative, distributive, additive identity, multiplicative identity)"
NCERT,6,N,WN,3,Number line.
NCERT,6,N,WN,4,"Seeing patterns, identifying and formulating rules"
NCERT,6,N,NNI,1,"How negative numbers arise, models of negative numbers, connection to daily life, ordering of negative numbers, representation of negative numbers on number line."
NCERT,6,N,NNI,2,"What are integers, identification of integers on the number line"
NCERT,6,N,NNI,3,"Operation of addition and subtraction of integers, showing the operations on the number line (addition of negative integer reduces the value of the number)"
NCERT,6,N,NNI,4,"Comparison of integers, ordering of integers."
NCERT,6,N,FR,1,Fraction as a part of whole.
NCERT,6,N,FR,2,Representation of fractions (pictorially and on number line).
NCERT,6,N,FR,3,"Fraction as a division, proper, improper & mixed fractions, equivalent fractions, comparison of fractions, addition and subtraction of fractions"
NCERT,6,N,FR,4,Place value in the context of decimal fraction
NCERT,6,N,FR,5,Inter conversion of fractions and decimal fractions (avoid recurring decimals at this stage)
NCERT,6,N,FR,6,"Word problems involving addition and subtraction of decimals (two operations together on money, mass, length and temperature)"
NCERT,6,A,IA,1,Introduction to variable through patterns and through appropriate word problems and generalisations (example 5 × 1 = 5 etc.)
NCERT,6,A,IA,2,Generate variable through patterns and through appropriate word problems and generalisations
NCERT,6,A,IA,3,Introduction to unknowns through examples with simple contexts (single operations)
NCERT,6,RP,RP,1,Concept of Ratio
NCERT,6,RP,RP,2,Proportion as equality of two ratios
NCERT,6,RP,RP,3,Unitary method (with only direct variation implied)
NCERT,6,RP,RP,4,Word problems with ratio and proportion
NCERT,6,G,GI,1,Introduction to geometry. Its linkage with and reflection in everyday experience.
NCERT,6,G,GI,2,"Line, line segment, ray."
NCERT,6,G,GI,3,Open and closed figures.
NCERT,6,G,GI,4,Interior and exterior of closed figures.
NCERT,6,G,GI,5,Curvilinear and linear boundaries
NCERT,6,G,GI,6,"Angle - Vertex, arm, interior and exterior"
NCERT,6,G,GI,7,"Triangle - vertices, sides, angles, interior and exterior, altitude and median"
NCERT,6,G,GI,8,"Quadrilateral - Sides, vertices, angles, diagonals, adjacent sides and opposite sides (only convex quadrilateral are to be discussed), interior and exterior of a quadrilateral."
NCERT,6,G,GI,9,"Circle - Centre, radius, diameter, arc, sector, chord, segment, semicircle, circumference, interior and exterior."
NCERT,6,G,ES,1,Measure of Line segment
NCERT,6,G,ES,2,Measure of angles
NCERT,6,G,ES,3,"Pair of lines: Intersecting and perpendicular lines, Parallel Lines"
NCERT,6,G,ES,4,"Types of angles- acute, obtuse, right, straight, reflex, complete and zero angle"
NCERT,6,G,ES,5,"Classification of triangles (on the basis of sides, and of angles)"
NCERT,6,G,ES,6,"Types of quadrilaterals - Trapezium, parallelogram, rectangle, square, rhombus."
NCERT,6,G,ES,7,Simple polygons (introduction) (Upto octagons regulars as well as non regular).
NCERT,6,G,ES,8,"Identification of 3-D shapes: Cubes, Cuboids, cylinder, sphere, cone, prism (triangular), pyramid (triangular and square) Identification and locating in the surroundings"
NCERT,6,G,ES,9,"Elements of 3-D figures. (Faces, Edges and vertices)"
NCERT,6,G,ES,10,"Nets for cube, cuboids, cylinders, cones and tetrahedrons."
NCERT,6,G,SR,1,Observation and identification of 2-D symmetrical objects for reflection symmetry
NCERT,6,G,SR,2,Operation of reflection (taking mirror images) of simple 2-D objects
NCERT,6,G,SR,3,Recognising reflection symmetry (identifying axes)
NCERT,6,G,CN,1,Drawing of a line segment
NCERT,6,G,CN,2,Construction of circle
NCERT,6,G,CN,3,Perpendicular bisector
NCERT,6,G,CN,4,Construction of angles (using protractor)
NCERT,6,G,CN,5,"Angle 60°, 120° (Using Compasses)"
NCERT,6,G,CN,6,"Angle bisector- making angles of 30°, 45°, 90° etc. (using compasses)"
NCERT,6,G,CN,7,Angle equal to a given angle (using compass)
NCERT,6,G,CN,8,Drawing a line perpendicular to a given line from a point a) on the line b) outside the line.
NCERT,6,MN,PA,1,Introduction and general understanding of perimeter using many shapes.
NCERT,6,MN,PA,2,Shapes of different kinds with the same perimeter.
NCERT,6,MN,PA,3,"Concept of area, Area of a rectangle and a square"
NCERT,6,MN,PA,4,Counter examples to different misconcepts related to perimeter and area.
NCERT,6,MN,PA,5,Perimeter of a rectangle – and its special case – a square.
NCERT,6,MN,PA,6,Deducing the formula of the perimeter for a rectangle and then a square through pattern and generalisation.
NCERT,6,DH,DH,1,What is data - choosing data to examine a hypothesis?
NCERT,6,DH,DH,2,Collection and organisation of data - examples of organising it in tally bars and a table.
NCERT,6,DH,DH,3,Pictograph- Need for scaling in pictographs interpretation & construction.
NCERT,6,DH,DH,4,Making bar graphs for given data interpreting bar graphs+.
NCERT,7,N,KN,1,Multiplication and division of integers (through patterns). Division by zero is meaningless
NCERT,7,N,KN,2,"Properties of integers (including identities for addition & multiplication, commutative, associative, distributive) (through patterns). These would include examples from whole numbers as well. Involve expressing commutative and associative properties in a general form. Construction of counter examples, including some by children. Counter examples like subtraction is not commutative."
NCERT,7,N,KN,3,Word problems including integers (all operations)
NCERT,7,N,FR,1,Multiplication of fractions
NCERT,7,N,FR,2,Fraction as an operator
NCERT,7,N,FR,3,Reciprocal of a fraction
NCERT,7,N,FR,4,Division of fractions
NCERT,7,N,FR,5,Word problems involving mixed fractions
NCERT,7,N,FR,6,Introduction to rational numbers (with representation on number line)
NCERT,7,N,FR,7,Operations on rational numbers (all operations)
NCERT,7,N,FR,8,Representation of rational number as a decimal.
NCERT,7,N,FR,9,Word problems on rational numbers (all operations)
NCERT,7,N,FR,10,Multiplication and division of decimal fractions
NCERT,7,N,FR,11,Conversion of units (length & mass)
NCERT,7,N,FR,12,Word problems including fractions and rational numbers (all operations)
NCERT,7,N,PO,1,Exponents only natural numbers.
NCERT,7,N,PO,2,"Laws of exponents (through observing patterns to arrive at generalisation.) (i) a^m . a ^ n = a ^ (m+n), (ii) (a ^ m)^n = a ^mn, (iii) (a ^ m) / (a ^ n), where m - n is any natual number, a ^ m . b ^ m = (ab)^m "
NCERT,7,A,AE,1,Generate algebraic expressions (simple) involving one or two variables
NCERT,7,A,AE,2,"Identifying constants, coefficient, powers"
NCERT,7,A,AE,3,"Like and unlike terms, degree of expressions e.g., x^2 . y etc. (exponent <= 3, number of variables)"
NCERT,7,A,AE,4,"Addition, subtraction of algebraic expressions (coefficients should be integers)."
NCERT,7,A,AE,5,Simple linear equations in one variable (in contextual problems) with two operations (avoid complicated coefficients)
NCERT,7,RP,RP,1,Revision of concept of Ratio and proportion
NCERT,7,RP,RP,2,"Unitary method continued, consolidation, general expression."
NCERT,7,RP,RP,3,Percentage- an introduction.
NCERT,7,RP,RP,4,Understanding percentage as a fraction with denominator 100
NCERT,7,RP,RP,5,Converting fractions and decimals into percentage and vice-versa.
NCERT,7,RP,RP,6,Application to profit and loss (single transaction only)
NCERT,7,RP,RP,7,Application to simple interest (time period in complete years)
NCERT,7,G,US,1,"Pairs of angles (linear, supplementary, complementary, adjacent, vertically opposite) (verification and simple proof of vertically opposite angles)"
NCERT,7,G,US,2,"Properties of parallel lines with transversal (alternate, corresponding, interior, exterior angles)"
NCERT,7,G,PT,1,"Angle sum property (with notions of proof & verification through paper folding, proofs using property of parallel lines, difference between proof and verification.)"
NCERT,7,G,PT,2,Exterior angle property
NCERT,7,G,PT,3,Sum of two sides of a it’s third side
NCERT,7,G,PT,4,Pythagoras Theorem (Verification only)
NCERT,7,G,SR,1,Recalling reflection symmetry
NCERT,7,G,SR,2,"Idea of rotational symmetry, observations of rotational symmetry of 2-D objects. (900, 1200, 1800)"
NCERT,7,G,SR,3,Operation of rotation through 900 and 1800 of simple figures.
NCERT,7,G,SR,4,Examples of figures with both rotation and reflection symmetry (both operations)
NCERT,7,G,SR,5,Examples of figures that have reflection and rotation symmetry and vice-versa
NCERT,7,G,RD,1,Drawing 3-D figures in 2-D showing hidden faces.
NCERT,7,G,RD,2,"Identification and counting of vertices, edges, faces, nets (for cubes cuboids, and cylinders, cones)."
NCERT,7,G,RD,3,Matching pictures with objects (Identifying names)
NCERT,7,G,RD,4,Mapping the space around approximately through visual estimation.
NCERT,7,G,CO,1,"Congruence through superposition (examples - blades, stamps, etc.)"
NCERT,7,G,CO,2,"Extend congruence to simple geometrical shapes e.g. triangles, circles."
NCERT,7,G,CO,3,"Criteria of congruence (by verification) SSS, SAS, ASA, RHS"
NCERT,7,G,CN,1,Construction of a line parallel to a given line from a point outside it.(Simple proof as remark with the reasoning of alternate angles)
NCERT,7,G,CN,2,"Construction of simple triangles. Like given three sides, given a side and two angles on it, given two sides and the angle between them."
NCERT,7,MN,CI,1,Perimeter - idea of circumference of circle
NCERT,7,MN,AR,2,"Concept of measurement using a basic unit area of a square, rectangle, triangle, parallelogram and circle, area between two rectangles and two concentric circles."
NCERT,7,DH,DH,1,Collection and organisation of data – choosing the data to collect for a hypothesis testing.
NCERT,7,DH,DH,2,"Mean, median and mode of ungrouped data – understanding what they represent."
NCERT,7,DH,DH,3,Constructing bargraphs
NCERT,7,DH,DH,4,"Feel of probability using data through experiments. Notion of chance in events like tossing coins, dice etc. Tabulating and counting occurrences of 1 through 6 in a number of throws. Comparing the observation with that for a coin.Observing strings of throws, notion of randomness."
NCERT,8,N,RN,1,Properties of rational numbers. (including identities). Using general form of expression to describe properties
NCERT,8,N,RN,2,Consolidation of operations on rational numbers.
NCERT,8,N,RN,3,Representation of rational numbers on the number line
NCERT,8,N,RN,4,"Between any two rational numbers there lies another rational number (Making children see that if we take two rational numbers then unlike for whole numbers, in this case you can  keep finding more and more numbers that lie between them.)"
NCERT,8,N,RN,5,"Word problem (higher logic, two operations, including ideas like area)"
NCERT,8,N,PO,1,Integers as exponents.
NCERT,8,N,PO,2,Laws of exponents with integral powers
NCERT,8,N,SQ,1,Square and Square roots
NCERT,8,N,SQ,2,Square roots using factor method and division method for numbers containing (a) no more than total 4 digits and (b) no more than 2 decimal places
